support,itemsets
0.0686,"frozenset({'Dropout=No', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.05362,"frozenset({'total_n_wifi_days=Low', 'Dropout=No', 'nota10_hash=Medium', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.07446,"frozenset({'total_pft_assignment_submissions=Low', 'Dropout=No', 'nota10_hash=Medium', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.07434,"frozenset({'total_pft_events=Low', 'Dropout=No', 'nota10_hash=Medium', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.0745,"frozenset({'Dropout=No', 'nota10_hash=Medium', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.07436,"frozenset({'Dropout=No', 'total_resource_events=Low', 'nota10_hash=Medium', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.14338,"frozenset({'total_n_wifi_days=Low', 'Dropout=No', 'tipo_ingreso=NAP', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.0567,"frozenset({'total_n_wifi_days=Medium', 'Dropout=No', 'tipo_ingreso=NAP', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.20046,"frozenset({'total_pft_assignment_submissions=Low', 'Dropout=No', 'tipo_ingreso=NAP', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.20002,"frozenset({'total_pft_events=Low', 'Dropout=No', 'tipo_ingreso=NAP', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.2004,"frozenset({'Dropout=No', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.2001,"frozenset({'Dropout=No', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.22736,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.22702,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'Dropout=No', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.22736,"frozenset({'total_n_wifi_days=Low', 'Dropout=No', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.22714,"frozenset({'total_n_wifi_days=Low', 'Dropout=No', 'total_resource_events=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.07256,"frozenset({'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'Dropout=No', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.07234,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Medium', 'Dropout=No', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.0725,"frozenset({'total_n_wifi_days=Medium', 'Dropout=No', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.0723,"frozenset({'total_n_wifi_days=Medium', 'Dropout=No', 'total_resource_events=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.29996,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.3004,"frozenset({'total_pft_assignment_submissions=Low', 'Dropout=No', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.29998,"frozenset({'total_pft_assignment_submissions=Low', 'Dropout=No', 'total_resource_events=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.29992,"frozenset({'total_pft_events=Low', 'Dropout=No', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.2995,"frozenset({'total_pft_events=Low', 'Dropout=No', 'total_resource_events=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.29996,"frozenset({'Dropout=No', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.11748,"frozenset({'nota10_hash=High', 'Dropout=No', 'tipo_ingreso=NAP', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.07548,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'Dropout=No', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.12112,"frozenset({'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.12094,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'Dropout=No', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.12116,"frozenset({'nota10_hash=High', 'Dropout=No', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.12052,"frozenset({'nota10_hash=High', 'Dropout=No', 'total_resource_events=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.05536,"frozenset({'Dropout=No', 'tipo_ingreso=NAP', 'estudios_p_hash=L', 'dedicacion=TC', 'nota10_hash=Low'})"
0.0534,"frozenset({'total_n_wifi_days=Low', 'Dropout=No', 'estudios_p_hash=L', 'dedicacion=TC', 'nota10_hash=Low'})"
0.06948,"frozenset({'total_pft_assignment_submissions=Low', 'Dropout=No', 'estudios_p_hash=L', 'dedicacion=TC', 'nota10_hash=Low'})"
0.06944,"frozenset({'total_pft_events=Low', 'Dropout=No', 'estudios_p_hash=L', 'dedicacion=TC', 'nota10_hash=Low'})"
0.06942,"frozenset({'Dropout=No', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC', 'nota10_hash=Low'})"
0.06928,"frozenset({'Dropout=No', 'total_resource_events=Low', 'estudios_p_hash=L', 'dedicacion=TC', 'nota10_hash=Low'})"
0.08618,"frozenset({'Dropout=No', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.06714,"frozenset({'total_n_wifi_days=Low', 'Dropout=No', 'nota10_hash=Medium', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.09322,"frozenset({'total_pft_assignment_submissions=Low', 'Dropout=No', 'nota10_hash=Medium', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.09306,"frozenset({'total_pft_events=Low', 'Dropout=No', 'nota10_hash=Medium', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.09326,"frozenset({'Dropout=No', 'nota10_hash=Medium', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.09314,"frozenset({'Dropout=No', 'total_resource_events=Low', 'nota10_hash=Medium', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.17914,"frozenset({'total_n_wifi_days=Low', 'Dropout=No', 'tipo_ingreso=NAP', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.08448,"frozenset({'total_n_wifi_days=Medium', 'Dropout=No', 'tipo_ingreso=NAP', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.26394,"frozenset({'total_pft_assignment_submissions=Low', 'Dropout=No', 'tipo_ingreso=NAP', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.26356,"frozenset({'total_pft_events=Low', 'Dropout=No', 'tipo_ingreso=NAP', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.26392,"frozenset({'Dropout=No', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.2631,"frozenset({'Dropout=No', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.27456,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.27432,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'Dropout=No', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.27454,"frozenset({'total_n_wifi_days=Low', 'Dropout=No', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.2739,"frozenset({'total_n_wifi_days=Low', 'Dropout=No', 'total_resource_events=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.09916,"frozenset({'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'Dropout=No', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.09902,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Medium', 'Dropout=No', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.0992,"frozenset({'total_n_wifi_days=Medium', 'Dropout=No', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.09894,"frozenset({'total_n_wifi_days=Medium', 'Dropout=No', 'total_resource_events=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.37374,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.37416,"frozenset({'total_pft_assignment_submissions=Low', 'Dropout=No', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.37324,"frozenset({'total_pft_assignment_submissions=Low', 'Dropout=No', 'total_resource_events=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.37384,"frozenset({'total_pft_events=Low', 'Dropout=No', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.37298,"frozenset({'total_pft_events=Low', 'Dropout=No', 'total_resource_events=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.3733,"frozenset({'Dropout=No', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.05978,"frozenset({'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'dedicacion=TC', 'nota10_hash=Low'})"
0.05974,"frozenset({'total_pft_events=Low', 'estudios_p_hash=T', 'Dropout=No', 'dedicacion=TC', 'nota10_hash=Low'})"
0.05978,"frozenset({'estudios_p_hash=T', 'Dropout=No', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.0596,"frozenset({'estudios_p_hash=T', 'Dropout=No', 'total_resource_events=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.0532,"frozenset({'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'nota10_hash=Medium', 'dedicacion=TC'})"
0.05308,"frozenset({'total_pft_events=Low', 'estudios_p_hash=T', 'Dropout=No', 'nota10_hash=Medium', 'dedicacion=TC'})"
0.0532,"frozenset({'estudios_p_hash=T', 'Dropout=No', 'nota10_hash=Medium', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.05312,"frozenset({'estudios_p_hash=T', 'Dropout=No', 'total_resource_events=Low', 'nota10_hash=Medium', 'dedicacion=TC'})"
0.10244,"frozenset({'total_n_wifi_days=Low', 'estudios_p_hash=T', 'Dropout=No', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.13568,"frozenset({'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.13554,"frozenset({'total_pft_events=Low', 'estudios_p_hash=T', 'Dropout=No', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.13576,"frozenset({'estudios_p_hash=T', 'Dropout=No', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.13526,"frozenset({'estudios_p_hash=T', 'Dropout=No', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.16274,"frozenset({'total_n_wifi_days=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'dedicacion=TC'})"
0.16258,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'estudios_p_hash=T', 'Dropout=No', 'dedicacion=TC'})"
0.16276,"frozenset({'total_n_wifi_days=Low', 'estudios_p_hash=T', 'Dropout=No', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.16238,"frozenset({'total_n_wifi_days=Low', 'estudios_p_hash=T', 'Dropout=No', 'total_resource_events=Low', 'dedicacion=TC'})"
0.20532,"frozenset({'total_pft_events=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'dedicacion=TC'})"
0.20556,"frozenset({'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.20504,"frozenset({'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'total_resource_events=Low', 'dedicacion=TC'})"
0.20538,"frozenset({'total_pft_events=Low', 'estudios_p_hash=T', 'Dropout=No', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.2049,"frozenset({'total_pft_events=Low', 'estudios_p_hash=T', 'Dropout=No', 'total_resource_events=Low', 'dedicacion=TC'})"
0.20514,"frozenset({'estudios_p_hash=T', 'Dropout=No', 'total_resource_events=Low', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.14518,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'Dropout=No', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.08092,"frozenset({'nota10_hash=High', 'total_n_wifi_days=Medium', 'Dropout=No', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.22642,"frozenset({'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.22596,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'Dropout=No', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.22646,"frozenset({'nota10_hash=High', 'Dropout=No', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.22542,"frozenset({'nota10_hash=High', 'Dropout=No', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.15084,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'dedicacion=TC'})"
0.15042,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'nota10_hash=High', 'Dropout=No', 'dedicacion=TC'})"
0.15086,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'Dropout=No', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.15022,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'Dropout=No', 'total_resource_events=Low', 'dedicacion=TC'})"
0.08392,"frozenset({'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'Dropout=No', 'dedicacion=TC'})"
0.08386,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'total_n_wifi_days=Medium', 'Dropout=No', 'dedicacion=TC'})"
0.08396,"frozenset({'nota10_hash=High', 'total_n_wifi_days=Medium', 'Dropout=No', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.08354,"frozenset({'nota10_hash=High', 'total_n_wifi_days=Medium', 'Dropout=No', 'total_resource_events=Low', 'dedicacion=TC'})"
0.23468,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'dedicacion=TC'})"
0.23524,"frozenset({'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.23418,"frozenset({'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'total_resource_events=Low', 'dedicacion=TC'})"
0.23478,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'Dropout=No', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.23386,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'Dropout=No', 'total_resource_events=Low', 'dedicacion=TC'})"
0.23428,"frozenset({'nota10_hash=High', 'Dropout=No', 'total_resource_events=Low', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.13368,"frozenset({'total_n_wifi_days=Low', 'Dropout=No', 'tipo_ingreso=NAP', 'dedicacion=TC', 'nota10_hash=Low'})"
0.17302,"frozenset({'total_pft_assignment_submissions=Low', 'Dropout=No', 'tipo_ingreso=NAP', 'dedicacion=TC', 'nota10_hash=Low'})"
0.17284,"frozenset({'total_pft_events=Low', 'Dropout=No', 'tipo_ingreso=NAP', 'dedicacion=TC', 'nota10_hash=Low'})"
0.1729,"frozenset({'Dropout=No', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.17258,"frozenset({'Dropout=No', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'dedicacion=TC', 'nota10_hash=Low'})"
0.17222,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'dedicacion=TC', 'nota10_hash=Low'})"
0.17206,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'Dropout=No', 'dedicacion=TC', 'nota10_hash=Low'})"
0.17218,"frozenset({'total_n_wifi_days=Low', 'Dropout=No', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.17184,"frozenset({'total_n_wifi_days=Low', 'Dropout=No', 'total_resource_events=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.21856,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'dedicacion=TC', 'nota10_hash=Low'})"
0.21868,"frozenset({'total_pft_assignment_submissions=Low', 'Dropout=No', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.21824,"frozenset({'total_pft_assignment_submissions=Low', 'Dropout=No', 'total_resource_events=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.21844,"frozenset({'total_pft_events=Low', 'Dropout=No', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.218,"frozenset({'total_pft_events=Low', 'Dropout=No', 'total_resource_events=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.21814,"frozenset({'Dropout=No', 'total_resource_events=Low', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.15258,"frozenset({'total_n_wifi_days=Low', 'Dropout=No', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.0566,"frozenset({'total_n_wifi_days=Medium', 'Dropout=No', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.20958,"frozenset({'total_pft_assignment_submissions=Low', 'Dropout=No', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.20922,"frozenset({'total_pft_events=Low', 'Dropout=No', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.20964,"frozenset({'Dropout=No', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.20932,"frozenset({'Dropout=No', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.16692,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'nota10_hash=Medium', 'dedicacion=TC'})"
0.16672,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'Dropout=No', 'nota10_hash=Medium', 'dedicacion=TC'})"
0.16694,"frozenset({'total_n_wifi_days=Low', 'Dropout=No', 'nota10_hash=Medium', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.16668,"frozenset({'total_n_wifi_days=Low', 'Dropout=No', 'total_resource_events=Low', 'nota10_hash=Medium', 'dedicacion=TC'})"
0.06018,"frozenset({'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'Dropout=No', 'nota10_hash=Medium', 'dedicacion=TC'})"
0.05996,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Medium', 'Dropout=No', 'nota10_hash=Medium', 'dedicacion=TC'})"
0.06024,"frozenset({'total_n_wifi_days=Medium', 'Dropout=No', 'nota10_hash=Medium', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.06012,"frozenset({'total_n_wifi_days=Medium', 'Dropout=No', 'total_resource_events=Low', 'nota10_hash=Medium', 'dedicacion=TC'})"
0.2272,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'nota10_hash=Medium', 'dedicacion=TC'})"
0.22764,"frozenset({'total_pft_assignment_submissions=Low', 'Dropout=No', 'nota10_hash=Medium', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.22726,"frozenset({'total_pft_assignment_submissions=Low', 'Dropout=No', 'total_resource_events=Low', 'nota10_hash=Medium', 'dedicacion=TC'})"
0.22732,"frozenset({'total_pft_events=Low', 'Dropout=No', 'nota10_hash=Medium', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.2269,"frozenset({'total_pft_events=Low', 'Dropout=No', 'total_resource_events=Low', 'nota10_hash=Medium', 'dedicacion=TC'})"
0.22738,"frozenset({'Dropout=No', 'total_resource_events=Low', 'nota10_hash=Medium', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.4378,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.43714,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'Dropout=No', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.43776,"frozenset({'total_n_wifi_days=Low', 'Dropout=No', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.43672,"frozenset({'total_n_wifi_days=Low', 'Dropout=No', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.1796,"frozenset({'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'Dropout=No', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.17926,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Medium', 'Dropout=No', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.17962,"frozenset({'total_n_wifi_days=Medium', 'Dropout=No', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.17898,"frozenset({'total_n_wifi_days=Medium', 'Dropout=No', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.61744,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.61838,"frozenset({'total_pft_assignment_submissions=Low', 'Dropout=No', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.6167,"frozenset({'total_pft_assignment_submissions=Low', 'Dropout=No', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.61752,"frozenset({'total_pft_events=Low', 'Dropout=No', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.61592,"frozenset({'total_pft_events=Low', 'Dropout=No', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.61678,"frozenset({'Dropout=No', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.69192,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'dedicacion=TC'})"
0.69266,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.69138,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'Dropout=No', 'total_resource_events=Low', 'dedicacion=TC'})"
0.69192,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'Dropout=No', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.69072,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'Dropout=No', 'total_resource_events=Low', 'dedicacion=TC'})"
0.6914,"frozenset({'total_n_wifi_days=Low', 'Dropout=No', 'total_resource_events=Low', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.2211,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'Dropout=No', 'dedicacion=TC'})"
0.2215,"frozenset({'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'Dropout=No', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.22086,"frozenset({'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'Dropout=No', 'total_resource_events=Low', 'dedicacion=TC'})"
0.2212,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Medium', 'Dropout=No', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.22058,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Medium', 'Dropout=No', 'total_resource_events=Low', 'dedicacion=TC'})"
0.22096,"frozenset({'total_n_wifi_days=Medium', 'Dropout=No', 'total_resource_events=Low', 'total_pft_visits=Low', 'dedicacion=TC'})"
